movie	labels
1010	[0, 0, 2, 3, 0, 1, 5, 1, 2, 3, 2, 0, 2, 2, 1, 1, 2, 1, 2, 0, 1, 3]
1011	[1, 4, 3, 1, 0, 0, 5, 5, 3, 2, 8, 1, 5, 2, 0, 1, 5, 0, 1, 0, 1, 6]
1012	[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]
1013	[0, 3, 2, 3, 5, 5, 0, 3, 2, 0, 3, 2, 10, 3, 1, 2, 3, 0, 0, 0, 1, 0]
1014	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
1015	[0, 2, 0, 2, 0, 1, 6, 0, 2, 2, 4, 0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 1]
1016	[0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 4, 0, 1, 0, 1, 2, 1, 0, 0, 0]
1017	[1, 2, 6, 1, 0, 1, 3, 2, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]
1018	[0, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1]
1019	[0, 4, 1, 0, 0, 3, 2, 1, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 1]
1020	[0, 1, 3, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 1, 0]
1021	[2, 0, 1, 0, 0, 0, 3, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 3]
1022	[0, 1, 0, 3, 2, 3, 5, 0, 0, 2, 2, 0, 1, 0, 1, 1, 3, 1, 0, 0, 1, 1]
1023	[0, 3, 3, 1, 0, 0, 2, 5, 0, 2, 1, 5, 0, 2, 0, 0, 10, 0, 7, 0, 1, 4]
1024	[0, 4, 0, 4, 0, 2, 1, 5, 4, 1, 0, 2, 3, 2, 1, 0, 0, 2, 3, 0, 0, 3]
1025	[0, 1, 4, 1, 2, 2, 6, 1, 0, 6, 2, 0, 0, 1, 2, 1, 7, 0, 2, 0, 2, 2]
1026	[1, 1, 1, 2, 0, 0, 1, 0, 5, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 1, 1, 0]
1027	[0, 1, 3, 2, 0, 0, 2, 0, 0, 2, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]
1028	[0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 1]
1029	[0, 1, 4, 1, 1, 0, 0, 0, 4, 0, 1, 0, 2, 0, 1, 0, 1, 1, 1, 0, 0, 0]
1030	[0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0]
1031	[1, 5, 2, 1, 2, 3, 0, 3, 4, 1, 3, 0, 3, 2, 0, 1, 3, 0, 4, 0, 2, 2]
1032	[1, 3, 0, 0, 0, 0, 9, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 4]
1033	[0, 1, 3, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 0, 3]
1034	[0, 0, 0, 3, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]
1035	[1, 1, 2, 0, 0, 0, 2, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 7]
1036	[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1]
1037	[0, 3, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 1]
1038	[0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0]
1039	[0, 2, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0]
1040	[0, 6, 2, 0, 2, 1, 1, 2, 0, 5, 1, 1, 0, 3, 0, 3, 1, 3, 0, 0, 0, 3]
1041	[0, 1, 4, 3, 3, 4, 0, 1, 1, 1, 0, 2, 5, 2, 1, 1, 2, 0, 1, 0, 1, 0]
1042	[0, 2, 3, 0, 0, 1, 0, 0, 0, 2, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]
1043	[0, 6, 2, 2, 2, 3, 15, 9, 0, 2, 3, 4, 0, 5, 0, 0, 10, 0, 1, 0, 0, 9]
1044	[3, 6, 1, 0, 0, 0, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 4]
1045	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1046	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
1047	[0, 1, 4, 0, 0, 3, 3, 2, 1, 2, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1]
1048	[0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0]
1049	[0, 0, 2, 5, 1, 4, 0, 1, 2, 2, 2, 1, 2, 0, 1, 2, 0, 3, 1, 0, 0, 0]
1050	[6, 5, 7, 7, 4, 2, 4, 2, 4, 11, 9, 0, 8, 4, 2, 3, 4, 0, 2, 1, 3, 11]
1051	[0, 1, 1, 0, 0, 1, 0, 1, 3, 0, 0, 2, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0]
1052	[1, 4, 1, 5, 0, 1, 15, 0, 2, 1, 0, 2, 0, 1, 1, 1, 3, 2, 2, 1, 7, 11]
1053	[0, 2, 3, 2, 0, 5, 2, 6, 0, 0, 0, 1, 1, 1, 0, 5, 0, 0, 0, 0, 0, 0]
1054	[0, 4, 3, 4, 5, 2, 6, 3, 0, 3, 2, 0, 4, 1, 0, 2, 5, 1, 2, 0, 0, 6]
1055	[0, 3, 2, 2, 5, 3, 16, 4, 0, 3, 1, 0, 0, 5, 1, 1, 8, 0, 2, 0, 1, 12]
1056	[0, 4, 0, 0, 0, 2, 2, 3, 0, 0, 2, 6, 5, 1, 0, 2, 5, 0, 3, 0, 1, 1]
1057	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 5]
1058	[0, 15, 4, 2, 2, 2, 4, 6, 5, 6, 2, 9, 12, 9, 0, 0, 4, 2, 15, 1, 2, 20]
1059	[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 3]
1060	[0, 1, 2, 3, 1, 5, 0, 2, 3, 0, 1, 3, 10, 0, 0, 2, 1, 2, 2, 0, 0, 1]
1061	[0, 0, 3, 3, 3, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 3, 2, 1, 0, 0, 0]
1062	[3, 2, 4, 0, 0, 1, 2, 0, 1, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 2, 3]
1063	[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 2, 3, 0, 1, 0, 0, 1]
1064	[0, 1, 3, 4, 0, 1, 2, 2, 0, 4, 1, 1, 2, 4, 0, 1, 2, 0, 5, 0, 1, 3]
1065	[1, 1, 5, 0, 4, 4, 1, 4, 0, 3, 4, 2, 5, 2, 2, 2, 2, 16, 3, 0, 2, 3]
1066	[0, 3, 0, 3, 0, 0, 4, 2, 0, 0, 0, 2, 0, 0, 0, 3, 1, 0, 1, 0, 0, 5]
1067	[0, 3, 0, 2, 1, 1, 3, 1, 0, 3, 0, 0, 1, 3, 1, 0, 5, 0, 0, 0, 3, 2]
1068	[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2]
1069	[1, 0, 3, 2, 2, 2, 0, 3, 8, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1070	[0, 1, 0, 1, 1, 1, 0, 2, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
1071	[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 2, 1, 0, 0, 4, 0, 0, 5]
1072	[1, 0, 0, 3, 1, 0, 1, 2, 1, 0, 2, 0, 3, 3, 1, 1, 2, 0, 1, 0, 0, 0]
1073	[0, 2, 0, 1, 0, 0, 5, 5, 0, 1, 0, 2, 1, 3, 0, 0, 2, 0, 3, 0, 1, 4]
1074	[1, 1, 2, 1, 1, 0, 7, 1, 1, 1, 1, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1, 4]
1075	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 2, 0, 3, 0, 0, 7]
1076	[0, 0, 2, 1, 0, 1, 1, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5]
1077	[0, 2, 4, 3, 1, 10, 1, 5, 2, 2, 1, 1, 8, 3, 3, 8, 5, 0, 3, 0, 1, 2]
1078	[0, 3, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 0]
1079	[2, 2, 1, 2, 0, 0, 0, 4, 1, 0, 1, 0, 1, 3, 1, 3, 0, 2, 0, 0, 1, 0]
1080	[0, 0, 3, 1, 0, 1, 1, 0, 0, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
1081	[0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]
1082	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1083	[1, 2, 6, 2, 1, 1, 2, 1, 2, 3, 1, 1, 4, 5, 1, 1, 2, 0, 1, 0, 1, 1]
1084	[0, 0, 3, 0, 0, 0, 3, 1, 0, 1, 1, 0, 1, 1, 0, 0, 4, 0, 2, 0, 0, 0]
1085	[1, 2, 2, 1, 0, 0, 1, 1, 2, 0, 0, 0, 5, 0, 0, 0, 2, 0, 1, 0, 1, 0]
1086	[5, 1, 0, 0, 0, 0, 0, 1, 2, 2, 5, 0, 0, 3, 0, 0, 1, 0, 0, 0, 3, 3]
1087	[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 4, 0, 1, 0, 1, 0, 1, 0, 0, 1]
1088	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0]
1089	[0, 4, 0, 1, 1, 0, 3, 2, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 2]
1090	[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 3, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]
1091	[1, 3, 0, 1, 1, 0, 2, 1, 0, 0, 2, 0, 0, 0, 1, 3, 3, 18, 1, 0, 0, 0]
1092	[2, 3, 9, 3, 4, 7, 8, 7, 0, 8, 6, 0, 7, 4, 1, 8, 13, 10, 4, 0, 6, 9]
1093	[0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 0, 6, 1, 0, 2, 1, 0, 1, 0, 0, 1]
1094	[1, 7, 2, 6, 2, 1, 24, 6, 0, 6, 2, 3, 0, 7, 2, 2, 12, 0, 9, 1, 2, 30]
1095	[1, 0, 1, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0]
1096	[0, 2, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0]
1097	[1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
1098	[0, 4, 3, 2, 0, 1, 7, 1, 0, 2, 0, 1, 0, 1, 0, 0, 3, 0, 1, 0, 1, 12]
1099	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]
1100	[0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 2, 5, 2, 0, 0, 6]
1101	[0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]
1102	[0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 7]
1103	[1, 8, 3, 0, 2, 0, 3, 4, 0, 1, 0, 0, 2, 2, 0, 1, 1, 1, 1, 0, 1, 6]
1104	[0, 8, 3, 6, 2, 4, 1, 5, 2, 4, 4, 1, 7, 3, 4, 6, 9, 1, 3, 0, 1, 1]
1105	[2, 6, 3, 1, 1, 4, 5, 0, 3, 1, 3, 0, 1, 1, 0, 2, 1, 6, 2, 0, 1, 9]
1106	[1, 2, 3, 2, 5, 2, 0, 2, 0, 3, 2, 2, 6, 2, 0, 1, 1, 0, 0, 1, 0, 0]
1107	[3, 6, 4, 5, 4, 3, 5, 2, 1, 5, 0, 1, 2, 6, 5, 4, 4, 8, 2, 0, 1, 10]
1108	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1109	[1, 2, 1, 0, 1, 1, 4, 1, 0, 2, 0, 3, 0, 0, 1, 0, 1, 0, 2, 0, 0, 8]
1110	[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1111	[0, 0, 4, 0, 0, 0, 0, 0, 4, 1, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 4]
1112	[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]
1113	[0, 2, 1, 0, 0, 1, 6, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 11]
1114	[0, 2, 2, 2, 0, 5, 6, 3, 2, 2, 1, 3, 8, 1, 3, 2, 4, 1, 1, 0, 1, 0]
1115	[0, 0, 5, 2, 2, 3, 1, 4, 1, 0, 1, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0]
1116	[0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8]
1117	[0, 0, 0, 0, 0, 1, 8, 1, 1, 2, 0, 1, 0, 1, 0, 3, 4, 0, 0, 0, 2, 10]
1118	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
1119	[0, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 3]
1120	[0, 1, 3, 1, 2, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 3]
1121	[1, 4, 3, 0, 1, 0, 3, 2, 0, 0, 2, 0, 0, 1, 2, 2, 3, 0, 0, 0, 1, 3]
1122	[0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 2, 2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 3]
1123	[1, 2, 1, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 3, 0, 0, 0, 1]
1124	[0, 2, 2, 2, 0, 1, 6, 0, 0, 0, 1, 0, 3, 0, 1, 0, 1, 0, 1, 1, 1, 5]
1125	[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 2]
1126	[0, 0, 3, 0, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 1]
1127	[4, 6, 8, 3, 5, 5, 1, 14, 0, 1, 4, 4, 11, 3, 0, 1, 9, 0, 3, 0, 5, 5]
1128	[0, 7, 10, 1, 2, 2, 16, 6, 2, 4, 1, 1, 2, 4, 0, 3, 4, 0, 6, 0, 3, 16]
1129	[1, 5, 9, 1, 2, 3, 6, 4, 5, 0, 7, 3, 0, 2, 0, 0, 5, 0, 5, 0, 3, 5]
1130	[0, 4, 2, 4, 1, 2, 3, 4, 1, 0, 1, 0, 2, 8, 1, 2, 3, 0, 0, 0, 0, 1]
1131	[0, 3, 2, 1, 1, 0, 1, 1, 3, 1, 0, 1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0]
1132	[0, 2, 1, 0, 1, 0, 6, 2, 0, 3, 1, 0, 0, 1, 1, 0, 5, 0, 0, 0, 4, 4]
1133	[4, 2, 4, 2, 4, 2, 13, 7, 1, 1, 6, 5, 8, 5, 2, 6, 5, 0, 4, 0, 0, 14]
1134	[0, 1, 4, 2, 0, 0, 4, 1, 0, 4, 3, 0, 0, 3, 0, 0, 4, 1, 5, 0, 1, 1]
1135	[0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
1136	[0, 1, 2, 3, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 2, 0, 3, 1]
1137	[0, 1, 3, 4, 4, 6, 0, 1, 0, 0, 7, 0, 3, 1, 5, 2, 1, 1, 1, 0, 1, 0]
1138	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
1139	[0, 0, 0, 0, 0, 0, 4, 3, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 3]
1140	[0, 0, 3, 1, 1, 4, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1141	[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]
1142	[0, 2, 5, 1, 0, 1, 2, 6, 13, 1, 0, 2, 3, 1, 0, 1, 2, 7, 0, 1, 3, 8]
1143	[2, 0, 1, 1, 1, 0, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 2, 2, 0, 0, 3, 7]
1144	[0, 2, 3, 0, 0, 1, 1, 1, 1, 3, 1, 1, 0, 1, 1, 3, 0, 1, 1, 0, 0, 1]
1145	[1, 1, 0, 2, 4, 1, 1, 1, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 2]
1146	[0, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]
1147	[1, 0, 1, 3, 0, 2, 1, 2, 0, 0, 2, 0, 0, 0, 0, 1, 2, 0, 3, 0, 0, 0]
1148	[0, 0, 5, 1, 0, 2, 0, 3, 0, 2, 1, 0, 3, 2, 1, 1, 4, 0, 2, 0, 2, 0]
1149	[0, 0, 2, 1, 0, 3, 0, 4, 1, 3, 3, 1, 4, 3, 0, 0, 0, 0, 1, 0, 1, 0]
1150	[1, 4, 2, 3, 1, 1, 2, 1, 0, 2, 1, 3, 1, 2, 0, 1, 2, 0, 0, 1, 0, 5]
1151	[0, 1, 1, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 2, 7]
1152	[1, 2, 2, 1, 0, 1, 2, 3, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 4, 0, 1, 7]
1153	[0, 1, 7, 1, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 2]
1154	[0, 5, 8, 2, 0, 2, 3, 3, 3, 0, 0, 0, 1, 0, 0, 0, 3, 0, 2, 0, 1, 1]
1155	[0, 2, 3, 1, 0, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
1156	[1, 1, 2, 2, 3, 2, 0, 9, 0, 4, 4, 3, 13, 2, 1, 3, 3, 1, 1, 0, 1, 0]
1157	[1, 3, 2, 4, 6, 6, 5, 6, 3, 3, 2, 4, 9, 1, 6, 6, 3, 1, 1, 0, 2, 7]
1158	[2, 2, 4, 0, 1, 0, 4, 8, 0, 0, 1, 0, 3, 0, 0, 0, 2, 1, 1, 0, 4, 0]
1159	[2, 3, 4, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]
1160	[0, 1, 0, 1, 1, 2, 2, 0, 0, 2, 2, 0, 0, 2, 0, 2, 1, 0, 2, 1, 1, 2]
1161	[2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 1, 1, 2, 0, 1, 0, 1, 2]
1162	[2, 1, 0, 1, 0, 2, 1, 4, 0, 2, 0, 1, 4, 1, 1, 1, 1, 0, 1, 0, 0, 3]
1163	[0, 2, 2, 1, 1, 1, 8, 3, 1, 0, 1, 0, 0, 3, 1, 1, 3, 0, 5, 0, 2, 2]
1164	[0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 3, 0, 1, 3]
1165	[3, 5, 4, 3, 0, 2, 5, 2, 3, 2, 5, 2, 0, 3, 3, 3, 2, 1, 1, 0, 0, 4]
1166	[0, 1, 1, 0, 0, 2, 2, 2, 5, 0, 0, 1, 7, 3, 3, 0, 1, 0, 3, 0, 1, 2]
1167	[0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
1168	[0, 1, 4, 0, 0, 2, 3, 3, 0, 2, 0, 0, 1, 1, 0, 0, 4, 0, 0, 0, 0, 2]
1169	[4, 1, 0, 3, 0, 1, 4, 0, 0, 1, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 2]
1170	[0, 1, 0, 1, 0, 0, 3, 1, 2, 1, 1, 3, 0, 2, 0, 0, 1, 0, 1, 0, 2, 3]
1171	[0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 3]
1172	[0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
1173	[2, 4, 4, 3, 1, 0, 3, 2, 0, 3, 1, 2, 0, 1, 0, 0, 3, 0, 6, 0, 4, 5]
1174	[0, 5, 1, 0, 0, 1, 3, 0, 2, 1, 0, 0, 2, 0, 0, 2, 1, 0, 2, 0, 0, 2]
1175	[1, 1, 1, 1, 1, 0, 4, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0, 9]
1176	[2, 0, 0, 0, 0, 0, 3, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]
1177	[0, 1, 0, 3, 0, 0, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 2]
1178	[0, 0, 1, 4, 1, 0, 0, 1, 0, 2, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 1]
1179	[0, 0, 2, 1, 0, 3, 5, 0, 0, 1, 0, 0, 1, 2, 1, 0, 2, 0, 0, 0, 3, 6]
1180	[3, 0, 1, 0, 0, 1, 1, 4, 0, 2, 1, 0, 5, 1, 0, 1, 2, 4, 0, 0, 0, 2]
1181	[0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 3, 2, 3, 1, 1, 1, 0, 0, 0, 0, 1, 2]
1182	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1183	[1, 1, 3, 0, 0, 1, 3, 3, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0]
1184	[1, 2, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 5, 0, 0, 1, 1, 0, 1, 0, 0, 3]
1185	[0, 0, 5, 3, 3, 3, 0, 1, 0, 0, 2, 0, 4, 3, 0, 1, 0, 4, 0, 0, 0, 1]
1186	[1, 2, 4, 1, 0, 2, 1, 1, 6, 4, 2, 3, 3, 0, 1, 0, 5, 3, 1, 0, 3, 0]
1187	[1, 1, 0, 1, 1, 1, 2, 1, 2, 0, 0, 4, 2, 1, 0, 0, 1, 0, 3, 0, 0, 16]
1188	[1, 2, 5, 2, 4, 3, 5, 6, 0, 3, 2, 2, 2, 2, 1, 0, 1, 1, 3, 0, 1, 6]
1189	[0, 2, 5, 4, 3, 0, 4, 4, 0, 1, 1, 1, 3, 2, 0, 0, 3, 0, 3, 0, 1, 2]
1190	[0, 2, 3, 1, 0, 0, 1, 1, 0, 0, 3, 0, 2, 1, 0, 4, 1, 9, 2, 0, 0, 0]
1191	[0, 0, 1, 1, 0, 2, 0, 1, 1, 3, 1, 0, 0, 2, 2, 1, 1, 1, 0, 1, 0, 3]
1192	[0, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3]
1193	[0, 1, 6, 2, 1, 1, 2, 2, 2, 1, 2, 1, 3, 1, 0, 1, 4, 1, 5, 0, 1, 5]
1194	[0, 1, 4, 3, 1, 2, 4, 1, 1, 1, 1, 0, 2, 1, 0, 0, 2, 0, 1, 0, 4, 4]
1195	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0]
1196	[0, 2, 7, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 0, 0, 1]
1197	[0, 1, 1, 0, 0, 0, 8, 0, 0, 2, 0, 1, 0, 1, 0, 1, 4, 0, 0, 0, 2, 10]
1198	[0, 0, 1, 6, 0, 3, 0, 3, 0, 1, 1, 2, 6, 0, 1, 0, 2, 1, 4, 0, 1, 0]
1199	[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 5, 3, 0, 0, 0]
1200	[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 0, 6, 0, 0, 0, 0]
1201	[1, 6, 5, 0, 0, 1, 16, 3, 0, 4, 3, 6, 7, 4, 1, 0, 9, 0, 13, 0, 6, 13]
1202	[0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]
1203	[13, 3, 1, 4, 1, 2, 7, 2, 0, 7, 1, 0, 0, 0, 1, 0, 4, 0, 3, 3, 7, 6]
1204	[0, 5, 5, 3, 0, 0, 0, 3, 0, 1, 3, 0, 4, 0, 0, 2, 0, 1, 3, 0, 0, 0]
1205	[0, 0, 2, 0, 3, 1, 1, 0, 1, 2, 0, 0, 7, 1, 1, 2, 0, 2, 0, 0, 0, 0]
1206	[0, 1, 4, 7, 3, 11, 0, 0, 0, 0, 6, 0, 8, 1, 4, 1, 4, 0, 1, 0, 2, 4]
1207	[0, 1, 1, 2, 1, 1, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1]
1208	[0, 0, 0, 1, 0, 2, 0, 2, 0, 1, 2, 1, 0, 0, 0, 5, 0, 4, 1, 0, 0, 1]
