index	actor
1788	('로버트 리카드', "Robert Ri'chard")
1789	('롭 브라운', 'Rob Brown')
1790	('아샨티', 'Ashanti')
1791	('데비 모건', 'Debbi Morgan')
1792	('빈센트 라레스카', 'Vincent Laresca')
1793	('안젤리나 졸리', 'Angelina Jolie')
1794	('존 말코비치', 'John Malkovich')
1795	('게틀린 그리피스', 'Gattlin Griffith')
1796	('미셀 마틴', 'Michelle Martin')
1797	('잔 드버록스', 'Jan Devereaux')
1798	('마이클 켈리', 'Michael Kelly')
1799	('에리카 그랜트', 'Erica Grant')
1800	('안토니아 베넷', 'Antonia Bennett')
1801	('토마스 깁슨', 'Thomas Gibson')
1802	('로버트 프로스키', 'Robert Prosky')
1803	('바바라 바브콕', 'Barbara Babcock')
1804	('박금분', '')
1805	('곽두조', '')
1806	('강금연', '')
1807	('안윤선', '')
1808	('박월선', '')
1809	('김두선', '')
1810	('이원순', '')
1811	('박복형', '')
1812	('오노 다이스케', 'Daisuke Ono')
1813	('사카모토 마아야', 'Maaya Sakamoto')
1814	('타무라 유카리', 'Tamura Yukari')
1815	('스와베 쥰이치', 'Junichi Suwabe')
1816	('후쿠야마 쥰', 'Jun Fukuyama')
1817	('켄', 'Kenn')
1818	('빌 머레이', 'Bill Murray')
1819	('크리스 엘리엇', 'Chris Elliott')
1820	('브라이언 도일 머레이', 'Brian Doyle-Murray')
1821	('켈리 프레스톤', 'Kelly Preston')
1822	('제리 오코넬', "Jerry O'Connell")
1823	('제이 모어', 'Jay Mohr')
1824	('레지나 킹', 'Regina King')
1825	('조 허란', 'Zoe Heran')
1826	('말론 레바나', 'Malonn Levana')
1827	('진 디슨', 'Jeanne Disson')
1828	('소피 카타니', 'Sophie Cattani')
1829	('마티유 데미', 'Mathieu Demy')
1830	('요한 베로', 'Yohan Vero')
1831	('노아 베로', 'Noah Vero')
1832	('체옌느 레인', 'Cheyenne Laine')
1833	('카세 료', 'Ryo Kase')
1834	('세토 아사카', 'Seto Asaka')
1835	('야마모토 코지', 'Kohji Yamamoto')
1836	('모타이 마사코', 'Masako Motai')
1837	('야쿠쇼 코지', 'Koji Yakusho')
1838	('혼다 히로타로', 'Hirotaro Honda')
1839	('이시이 요스케', 'Yosuke Ishii')
1840	('키타미 토시유키', 'Toshiyuki Kitami')
1841	('시마자키 노부나가', 'Shimazaki Nobunaga')
1842	('스즈키 타츠히사', 'Suzuki Tatsuhisa')
1843	('토요나가 토시유키', 'Toshiyuki Toyonaga')
1844	('히노 사토시', 'Satoshi Hino')
1845	('미야노 마모루', 'Mamoru Miyano')
1846	('마이클 무어', 'Michael Moore')
1847	('레지 서반티스', 'Reggie Cervantes')
1848	('존 그레이엄', 'John Graham')
1849	('윌리엄 마허', 'William Maher')
1850	('린다 피노', 'Linda Peeno')
1851	('제임스 폴크너', 'James Faulkner')
1852	('올리비에 마르티네즈', 'Olivier Martinez')
1853	('존 린치', 'John Lynch')
1854	('조앤 웨일리', 'Joanne Whalley')
1855	('안토니아 캠벨-휴즈', 'Antonia Campbell-Hughes')
1856	('요르고스 카라미호스', 'Yorgos Karamihos')
1857	('마누엘 코우치', 'Manuel Cauchi')
1858	('토미 리 존스', 'Tommy Lee Jones')
1859	('로리 멧칼프', 'Laurie Metcalf')
1860	('비타 포니악', 'Beata Pozniak')
1861	('마이클 루커', 'Michael Rooker')
1862	('마시모 트로이시', 'Massimo Troisi')
1863	('마리아 그라지아 쿠시노타', 'Maria Grazia Cucinotta')
1864	('레나토 스카르파', 'Renato Scarpa')
1865	('린다 모레티', 'Linda Moretti')
1866	('세르지오 솔리', 'Sergio Solli')
1867	('말론 브란도', 'Marlon Brando')
1868	('제임스 칸', 'James Caan')
1869	('리차드 S. 카텔라노', 'Richard S. Castellano')
1870	('스테링 하이든', 'Sterling Hayden')
1871	('존 마리', 'John Marley')
1872	('리처드 콘트', 'Richard Conte')
1873	('크리스 파인', 'Chris Pine')
1874	('알렉 볼드윈', 'Alec Baldwin')
1875	('아일라 피셔', 'Isla Fisher')
1876	('다코타 고요', 'Dakota Goyo')
1877	('양세나', '')
1878	('카마니 그리핀', 'Khamani Griffin')
1879	('쿠사카리 타미요', 'Tamiyo Kusakari')
1880	('다케나카 나오토', 'Naoto Takenaka')
1881	('와타나베 에리', 'Eri Watanabe')
1882	('도쿠이 유', 'Tokui Yu')
1883	('타구치 히로마사', 'Hiromasa Taguchi')
1884	('쿠사무라 레이코', 'Reiko Kusamura')
1885	('하라 히데코', 'Hideko Hara')
1886	('강하나', '')
1887	('최리', '')
1888	('손숙', '')
1889	('황화순', '')
1890	('정무성', '')
1891	('서미지', '')
1892	('류신', '')
1893	('임성철', '')
1894	('워렌 비티', 'Warren Beatty')
1895	('아네트 베닝', 'Annette Bening')
1896	('피터 리거트', 'Peter Riegert')
1897	('피터 그린', 'Peter Greene')
1898	('에이미 야스벡', 'Amy Yasbeck')
1899	('리차드 제니', 'Richard Jeni')
1900	('오레스테스 마타세나', 'Orestes Matacena')
1901	('카메론 디아즈', 'Cameron Diaz')
1902	('존 보이트', 'Jon Voight')
1903	('제이크 부시', 'Jake Busey')
1904	('오만석', '')
1905	('안종복', '')
1906	('장외룡', '')
1907	('임중용', '')
1908	('김학철', '')
1909	('라돈치치', '')
1910	('이상헌', '')
1911	('전재호', '')
1912	('로만 그리핀 데이비스', 'Roman Griffin Davis')
1913	('타이카 와이티티', 'Taika Waititi')
1914	('토마신 맥켄지', 'Thomasin McKenzie')
1915	('샘 록웰', 'Sam Rockwell')
1916	('레벨 윌슨', 'Rebel Wilson')
1917	('스티븐 머천트', 'Stephen Merchant')
1918	('알피 알렌', 'Alfie Allen')
1919	('존 본 조비', 'Jon Bon Jovi')
1920	('데이비드 램지', 'David Ramsey')
1921	('게리 원츠', 'Gary Werntz')
1922	('안현서', '')
1923	('김장', '')
1924	('이장원', '')
1925	('윤계상', '')
1926	('조재윤', '')
1927	('임형준', '')
1928	('진선규', '')
1929	('홍기준', '')
1930	('줄리엣 루이스', 'Juliette Lewis')
1931	('다렌 케이츠', 'Darlene Cates')
1932	('로라 해링턴', 'Laura Harrington')
1933	('메리 케이트 쉘하트', 'Mary Kate Schellhardt')
1934	('테리 해처', 'Teri Hatcher')
1935	('제니퍼 손더스', 'Jennifer Saunders')
1936	('던 프렌치', 'Dawn French')
1937	('키스 데이빗', 'Keith David')
1938	('존 호그만', 'John Hodgman')
1939	('로버트 베일리 주니어', 'Robert Bailey Jr.')
1940	('이안 맥쉐인', 'Ian McShane')
1941	('벤 위쇼', 'Ben Whishaw')
1942	('휴 그랜트', 'Hugh Grant')
1943	('사무엘 조슬린', 'Samuel Joslin')
1944	('매들린 해리스', 'Madeleine Harris')
1945	('해리슨 포드', 'Harrison Ford')
1946	('셀라 워드', 'Sela Ward')
1947	('줄리안 무어', 'Julianne Moore')
1948	('안드레스 카출라스', 'Andreas Katsulas')
1949	('예로엔 크라베', 'Jeroen Krabbe')
1950	('김홍파', '')
1951	('우현', '')
1952	('민진웅', '')
1953	('송영창', '')
1954	('안나 건', 'Anna Gunn')
1955	('샘 헌팅톤', 'Sam Huntington')
1956	('제리 페라라', 'Jerry Ferrara')
1957	('어텀 리저', 'Autumn Reeser')
1958	('홀트 맥칼라니', 'Holt McCallany')
1959	('지미 미스트리', 'Jimi Mistry')
1960	('마이클 쉰', 'Michael Sheen')
1961	('정진영', '')
1962	('장근석', '')
1963	('김호정', '')
1964	('고아성', 'Ko Asung')
1965	('다야', '')
1966	('여명', '')
1967	('증지위', '')
1968	('크리스토퍼 도일', 'Christopher Doyle')
1969	('아이린 수', 'Irene Tsu')
1970	('양공여', 'Yeung Kung Yu')
1971	('장동조', '')
1972	('나카타니 미키', 'Miki Nakatani')
1973	('에이타', 'Eita')
1974	('이세야 유스케', 'Iseya Yusuke')
1975	('카가와 테루유키', 'Kakawa Teruyuki')
1976	('구로사와 아스카', 'Asuka Kurosawa')
1977	('에모토 아키라', 'Emoto Akira')
1978	('혼나 요코', 'Honna Youko')
1979	('타카하시 잇세이', 'Takahashi Issei')
1980	('무로이 시게루', 'Shigeru Muroi')
1981	('타치바나 타카시', 'Takashi Tachibana')
1982	('츠유구치 시게루', 'Shigeru Tsuyuguchi')
1983	('코바야시 케이쥬', 'Keiju Kobayashi')
1984	('야마시타 요리', 'Yorie Yamashita')
1985	('소지섭', '')
1986	('윤종화', '')
1987	('오광록', 'OH Kwangrok')
1988	('김미경', '')
1989	('성동일', '')
1990	('김지석', '김보석')
1991	('김동욱', '')
1992	('최재환', '')
1993	('이재응', '')
1994	('이은성', '')
1995	('치넨 유리', 'Chinen Yuri')
1996	('나가세 토모야', 'Nagase Tomoya')
1997	('오오츠카 아키오', 'Ohtsuka Akio')
1998	('야마데라 코이치', 'Koichi Yamadera')
1999	('밥 호스킨스', 'Bob Hoskins')
2000	('찰리 코스모', 'Charlie Korsmo')
2001	('엠버 스콧', 'Amber Scott')
2002	('샤니 빈슨', 'Sharni Vinson')
2003	('릭 말람브리', 'Rick Malambri')
2004	('애덤 G. 세바니', 'Adam G. Sevani')
2005	('해리 슘 주니어', 'Harry Shum Jr.')
2006	('알리슨 스토너', 'Alyson Stoner')
2007	('앨리 마키', 'Ally Maki')
2008	('크리스토퍼 스콧', 'Christopher Scott')
2009	('카일리 골드스타인', 'Kylie Goldstein')
2010	('황정리', '')
2011	('원소전', '')
2012	('석천', '')
2013	('원신의', '')
2014	('린자오', 'Kau Lam')
2015	('서하', '')
2016	('왕호', '')
2017	('신채연', '')
2018	('팜끼우투', '')
2019	('김경애', '')
2020	('김인오', '')
2021	('수애', '박수애')
2022	('이세은', '')
2023	('정석용', '')
2024	('이혜은', '')
2025	('나기수', '')
2026	('류현경', '')
2027	('탁지안', '')
2028	('탁지온', '')
2029	('이수빈', '')
2030	('김현목', '')
2031	('박옥출', '')
2032	('케이트 베킨세일', 'Kate Beckinsale')
2033	('헨리 윙클러', 'Henry Winkler')
2034	('데이빗 핫셀호프', 'David Hasselhoff')
2035	('줄리 카브너', 'Julie Kavner')
2036	('제니퍼 쿨리지', 'Jennifer Coolidge')
2037	('나카야마 미호', 'Miho Nakayama')
2038	('토요카와 에츠시', 'Etsushi Toyokawa')
2039	('한 분샤쿠', 'Bunjaku Han')
2040	('시노하라 카츠유키', 'Katsuyuki Shinohara')
2041	('사카이 미키', 'Sakai Miki')
2042	('카시와바라 타카시', 'Takashi Kashiwabara')
2043	('스즈키 란란', 'Ranran Suzuki')
2044	('스즈키 케이치', 'Suzuki Keiichi')
2045	('사만다 푸터먼', 'Samantha Futerman')
2046	('아나이스 보르디에', 'Anais Bordier')
2047	('카노아 구', 'Kanoa Goo')
2048	('야지마 아키코', 'Akiko Yajima')
2049	('나라하시 미키', 'Miki Narahashi')
2050	('후지와라 케이지', 'Keiji Fujiwara')
2051	('코오로기 사토미', 'Satomi Koorogi')
2052	('마시바 마리', 'Mari Mashiba')
2053	('토다 케이코', 'Keiko Toda')
2054	('쿄모토 마사키', 'Masaki Kyomoto')
2055	('하야시 타마오', 'Tamao Hayashi')
2056	('로스코 리 브라운', 'Roscoe Lee Browne')
2057	('코리 버튼', 'Corey Burton')
2058	('데인 A. 데이비스', 'Dane A. Davis')
2059	('토니 제이', 'Tony Jay')
2060	('오스틴 마조스', 'Austin Majors')
2061	('마이클 맥쉐인', 'Michael McShane')
2062	('다니엘 데이 루이스', 'Daniel Day-Lewis')
2063	('피트 포스틀스웨이트', 'Pete Postlethwaite')
2064	('코린 레드그레이브', 'Corin Redgrave')
2065	('비티 에드니', 'Beatie Edney')
2066	('돈 베이커', 'Don Baker')
2067	('유지태', 'Yoo Ji-Tae')
2068	('백성희', '')
2069	('박인환', '')
2070	('신신애', '')
2071	('에밀리아 존스', 'Emilia Jones')
2072	('퍼디아 월시-필로', 'Ferdia Walsh-Peelo')
2073	('트로이 코처', 'Troy Kotsur')
2074	('다니엘 듀런트', 'Daniel Durant')
2075	('말리 매트린', 'Marlee Matlin')
2076	('에우헤니오 데르베스', 'Eugenio Derbez')
2077	('에이미 포사이스', 'Amy Forsyth')
2078	('발 킬머', 'Val Kilmer')
2079	('애슐리 쥬드', 'Ashley Judd')
2080	('다이안 베노라', 'Diane Venora')
2081	('에이미 브렌너먼', 'Amy Brenneman')
2082	('크리스틴 벨', 'Kristen Bell')
2083	('이디나 멘젤', 'Idina Menzel')
2084	('조나단 그로프', 'Jonathan Groff')
2085	('산티노 폰타나', 'Santino Fontana')
2086	('시아란 힌즈', 'Ciaran Hinds')
2087	('크리스 윌리엄스', 'Chris Williams')
2088	('데니스 호퍼', 'Dennis Hopper')
2089	('브래드 피트', 'Brad Pitt')
2090	('안토니오 반데라스', 'Antonio Banderas')
2091	('스티븐 레아', 'Stephen Rea')
2092	('도미지아나 지오다노', 'Domiziana Giordano')
2093	('탠디 뉴튼', 'Thandie Newton')
2094	('이치류사이 테이유', 'Teiyu Ichiryusai')
2095	('사토 치에', 'Chie Satou')
2096	('이얼', '')
2097	('박원상', '')
2098	('황정민', '')
2099	('류승범', '')
2100	('한기중', '')
2101	('신현종', '')
2102	('사이먼 페그', 'Simon Pegg')
2103	('빙 라메스', 'Ving Rhames')
2104	('숀 해리스', 'Sean Harris')
2105	('미야자키 아오이', 'Miyazaki Aoi')
2106	('오오사와 타카오', 'Osawa Takao')
2107	('쿠로키 하루', 'Haru Kuroki')
2108	('니시이 유키토', 'Nishii Yukito')
2109	('오노 모모카', 'Momoka Ohno')
2110	('소메타니 쇼타', 'Shota Sometani')
2111	('아소 구미코', 'Kumiko Aso')
2112	('최수종', '')
2113	('이수나', '')
2114	('이미지', '')
2115	('김정균', '')
2116	('장태은', '')
2117	('권영찬', '')
2118	('엄정화', '')
2119	('신의재', '')
2120	('박용우', '')
2121	('최선자', '')
2122	('윤예리', '')
2123	('정인기', '')
2124	('정재영', '')
2125	('이나영', '')
2126	('오승현', 'Seung Hyun Oh')
2127	('정규수', '')
2128	('박준서', '')
2129	('대니 글로버', 'Danny Glover')
2130	('스티브 마틴', 'Steve Martin')
2131	('헬렌 미렌', 'Helen Mirren')
2132	('톰 윌킨슨', 'Tom Wilkinson')
2133	('유호정', '')
2134	('강소라', '')
2135	('고수희', '')
2136	('홍진희', '')
2137	('박진주', '')
2138	('이연경', '')
2139	('조쉬 하트넷', 'Josh Hartnett')
2140	('이완 맥그리거', 'Ewan McGregor')
2141	('에릭 바나', 'Eric Bana')
2142	('이완 브렘너', 'Ewen Bremner')
2143	('샘 쉐퍼드', 'Sam Shepard')
2144	('이원찬', '')
2145	('정주원', '')
2146	('이정민', '')
2147	('한신', '')
2148	('황창영', '')
2149	('메리 스틴버겐', 'Mary Steenburgen')
2150	('맷 클라크', 'Matt Clark')
2151	('리차드 다이사트', 'Richard Dysart')
2152	('팻 버트램', 'Pat Buttram')
2153	('해리 커리 쥬니어', 'Harry Carey Jr.')
2154	('에디 마산', 'Eddie Marsan')
2155	('카렌 드루어리', 'Karen Drury')
2156	('앤드류 부찬', 'Andrew Buchan')
2157	('데이빗 쇼 파커', 'David Shaw Parker')
2158	('마이클 엘킨', 'Michael Elkin')
2159	('팀 포터', 'Tim Potter')
2160	('브론슨 웹', 'Bronson Webb')
2161	('베로니카 카트라이트', 'Veronica Cartwright')
2162	('해리 딘 스탠튼', 'Harry Dean Stanton')
2163	('야펫 코토', 'Yaphet Kotto')
2164	('보라지 바데조', 'Bolaji Badejo')
2165	('김성균', '')
2166	('송욱경', '')
2167	('이봉균', '')
2168	('이수혁', '')
2169	('김소은', '')
2170	('다니엘 크레이그', 'Daniel Craig')
2171	('아나 데 아르마스', 'Ana de Armas')
2172	('제이미 리 커티스', 'Jamie Lee Curtis')
2173	('토니 콜렛', 'Toni Collette')
2174	('마이클 섀넌', 'Michael Shannon')
2175	('돈 존슨', 'Don Johnson')
2176	('키스 스탠필드', 'Keith Stanfield')
2177	('제이슨 아이삭스', 'Jason Isaacs')
2178	('제레미 섬터', 'Jeremy Sumpter')
2179	('레이첼 허드 우드', 'Rachel Hurd-Wood')
2180	('올리비아 윌리암스', 'Olivia Williams')
2181	('루디빈 사니에', 'Ludivine Sagnier')
2182	('리처드 브라이어스', 'Richard Briers')
2183	('린 레드그레이브', 'Lynn Redgrave')
2184	('제프리 파머', 'Geoffrey Palmer')
2185	('제이슨 스타뎀', 'Jason Statham')
2186	('미셸 로드리게즈', 'Michelle Rodriguez')
2187	('조다나 브류스터', 'Jordana Brewster')
2188	('루카스 블랙', 'Lucas Black')
2189	('윌 휘튼', 'Wil Wheaton')
2190	('리버 피닉스', 'River Phoenix')
2191	('코리 펠드만', 'Corey Feldman')
2192	('키퍼 서덜랜드', 'Kiefer Sutherland')
2193	('앤 해서웨이', 'Anne Hathaway')
2194	('케이시 애플렉', 'Casey Affleck')
2195	('웨스 벤틀리', 'Wes Bentley')
2196	('토퍼 그레이스', 'Topher Grace')
2197	('매켄지 포이', 'Mackenzie Foy')
2198	('노자와 마사코', 'Masako Nozawa')
2199	('나카오 류세이', 'Ryusei Nakao')
2200	('시마다 빈', 'Bin Shimada')
2201	('히사카와 아야', 'Aya Hisakawa')
2202	('후루카와 토시오', 'Toshio Furukawa')
2203	('쿠사오 타케시', 'Takeshi Kusao')
2204	('나가사와 마사미', 'Nagasawa Masami')
2205	('이토 히데아키', 'Hideaki Ito')
2206	('유카', 'Yuka')
2207	('니시다 나오미', 'Naomi Nishida')
2208	('마키타 스포츠', 'Makita Sports')
2209	('아리후쿠 마사시', 'Masashi Arifuku')
2210	('타나카 요지', 'Yoji Tanaka')
2211	('틸 슈바이거', 'Til Schweiger')
2212	('잔 조세프 리퍼스', 'Jan Josef Liefers')
2213	('티에리 반 베어베케', 'Thierry Van Werveke')
2214	('모리츠 블라이브트로이', 'Moritz Bleibtreu')
2215	('허브 스타펠', 'Huub Stapel')
2216	('레오나르드 란싱크', 'Leonard Lansink')
2217	('랄프 헤르포스', 'Ralph Herforth')
2218	('코리나 하르포히', 'Corinna Harfouch')
2219	('이한열', '')
2220	('배은심', '')
2221	('이상호', 'LEE Sang-ho')
2222	('전두환', '')
2223	('주디 갈랜드', 'Judy Garland')
2224	('프랭크 모건', 'Frank Morgan')
2225	('레이 볼거', 'Ray Bolger')
2226	('버트 라르', 'Bert Lahr')
2227	('잭 헤일리', 'Jack Haley')
2228	('빌리 버크', 'Billie Burke')
2229	('클라라 브랜딕', 'Clara Blandick')
2230	('찰리 그레이프', 'Charley Grapewin')
2231	('헤이든 크리스텐슨', 'Hayden Christensen')
2232	('이언 맥디어미드', 'Ian McDiarmid')
2233	('프랭크 오즈', 'Frank Oz')
2234	('지미 스미츠', 'Jimmy Smits')
2235	('피터 메이휴', 'Peter Mayhew')
2236	('아흐메드 베스트', 'Ahmed Best')
2237	('주진우', '')
2238	('조미래', '')
2239	('정재호', '')
2240	('홍익표', '')
2241	('이종걸', '')
2242	('정두언', '')
2243	('이요섭', '')
2244	('김우남', '')
2245	('오노 유우키', 'Ono Yuuki')
2246	('사이토 치와', 'Saito Chiwa')
2247	('하마다 켄지', 'Kenji Hamada')
2248	('노지마 히로후미', 'Nojima Hirofumi')
2249	('크리스틴 스콧 토마스', 'Kristin Scott Thomas')
2250	('릴리 제임스', 'Lily James')
2251	('스티븐 딜레인', 'Stephen Dillane')
2252	('로널드 픽업', 'Ronald Pickup')
2253	('사뮤엘 웨스트', 'Samuel West')
2254	('리차드 럼스든', 'Richard Lumsden')
2255	('다니엘 헤니', 'Daniel Henney')
2256	('라이언 포터', 'Ryan Potter')
2257	('스콧 애짓', 'Scott Adsit')
2258	('제이미 정', 'Jamie Chung')
2259	('제네시스 로드리게스', 'Genesis Rodriguez')
2260	('데이몬 웨이언스 주니어', 'Damon Wayans Jr.')
2261	('마야 루돌프', 'Maya Rudolph')
2262	('소아헌', '')
2263	('진관희', 'Edison Chen')
2264	('여문락', 'Yue Man Lok')
2265	('두문택', 'To Man Chat')
2266	('바이쇼 치에코', 'Chieko Baisho')
2267	('기무라 타쿠야', 'Kimura Takuya')
2268	('이사키 미츠노리', 'Mitsunori Isaki')
2269	('오오이즈미 요', 'Oizumi Yo')
2270	('안소니 퍼킨스', 'Anthony Perkins')
2271	('베라 마일즈', 'Vera Miles')
2272	('존 게빈', 'John Gavin')
2273	('마틴 발삼', 'Martin Balsam')
2274	('존 맥킨타이어', 'John McIntire')
2275	('시몬 오클랜드', 'Simon Oakland')
2276	('본 테일러', 'Vaughn Taylor')
2277	('프랭크 앨버트슨', 'Frank Albertson')
2278	('밍나 웬', 'Ming-Na Wen')
2279	('레아 살롱가', 'Lea Salonga')
2280	('B.D. 웡', 'B.D. Wong')
2281	('도니 오즈몬드', 'Donny Osmond')
2282	('코코 리', 'CoCo Lee')
2283	('게드 와타나베', 'Gedde Watanabe')
2284	('매튜 와일더', 'Matthew Wilder')
2285	('제임스 울벳', 'Jaimz Woolvett')
2286	('애너 레빈', 'Anna Levine')
2287	('정우성', 'JUNG Woo-sung')
2288	('이규형', '')
2289	('김종수', '')
2290	('장백지', 'Cecilia Cheung')
2291	('민경진', '')
2292	('존 리스고', 'John Lithgow')
2293	('재닌 터너', 'Janine Turner')
2294	('렉스 린', 'Rex Linn')
2295	('하루카와 마스미', 'Masumi Harukawa')
2296	('이가와 히사시', 'Hisashi Igawa')
2297	('이시쿠라 사부로', 'Saburo Ishikura')
2298	('이시노 마코', 'Mako Ishino')
2299	('이즈미야 시게루', 'Izumiya Shigeru')
2300	('카타기리 하이리', 'Hairi Katagiri')
2301	('카토 토키코', 'Tokiko Kato')
2302	('카토 요시', 'Yoshi Kato')
2303	('마이클 패스벤더', 'Michael Fassbender')
2304	('알리시아 비칸데르', 'Alicia Vikander')
2305	('카렌 피스토리우스', 'Caren Pistorius')
2306	('베네딕트 하디에', 'Benedict Hardie')
2307	('에밀리 바클레이', 'Emily Barclay')
2308	('앤소니 헤이스', 'Anthony Hayes')
2309	('리온 포드', 'Leon Ford')
2310	('리스 이판', 'Rhys Ifans')
2311	('엠마 챔버스', 'Emma Chambers')
2312	('팀 멕네니', 'Tim McInnerny')
2313	('지나 맥키', 'Gina McKee')
2314	('제임스 드레이퍼스', 'James Dreyfus')
2315	('한지민', '')
2316	('김시아', '')
2317	('권소현', '')
2318	('백수장', '')
2319	('전석호', '')
2320	('이주영', '')
2321	('송윤아', '')
2322	('김명국', '')
2323	('김여진', '')
2324	('김예령', '')
2325	('민아령', '임지현')
2326	('존 쿠삭', 'John Cusack')
2327	('콤 미니', 'Colm Meaney')
2328	('레이첼 티코틴', 'Rachel Ticotin')
2329	('켈리 마리 트란', 'Kelly Marie Tran')
2330	('아콰피나', 'Awkwafina')
2331	('산드라 오', 'Sandra Oh')
2332	('대니얼 대 킴', 'Daniel Dae Kim')
2333	('젬마 찬', 'Gemma Chan')
2334	('권민중', '')
2335	('양택조', '')
2336	('김기현', '')
2337	('김춘식', '')
2338	('서장원', '')
2339	('윤종빈', '')
2340	('한수현', '')
2341	('손상범', '')
2342	('김서희', '')
2343	('줄리아 오몬드', 'Julia Ormond')
2344	('알렉 멘쉬코브', 'Oleg Menshikov')
2345	('알렉세이 페트렌코', 'Aleksei Petrenko')
2346	('마리나 네요로바', 'Marina Neyolova')
2347	('블라디미르 일린', 'Vladimir Ilyin')
2348	('다니엘 올브리츠키', 'Daniel Olbrychski')
2349	('안나 미할코프', 'Anna Mikhalkova')
2350	('미후네 도시로', 'Mifune Toshiro')
2351	('시무라 타카시', 'Takashi Shimura')
2352	('츠시마 케이코', 'Keiko Tsushima')
2353	('시마자키 유키코', 'Yukiko Shimazaki')
2354	('후지와라 카마타리', 'Kamatari Fujiwara')
2355	('카토 다이수케', 'Daisuke Kato')
2356	('키무라 이사오', 'Isao Kimura')
2357	('치아키 미노루', 'Minoru Chiaki')
2358	('멕 라이언', 'Meg Ryan')
2359	('켈시 그래머', 'Kelsey Grammer')
2360	('행크 아자리아', 'Hank Azaria')
2361	('버나뎃 피터스', 'Bernadette Peters')
2362	('바나드 휴즈', 'Barnard Hughes')
2363	('쉐릴 리 랠프', 'Sheryl Lee Ralph')
2364	('여경주', '')
2365	('김보람', 'KIM Bo-ram')
2366	('심이안', 'SHIM Ian')
2367	('박현지', '')
2368	('이슬기', 'Lee Seul-gi')
2369	('이미리', '')
2370	('김현아', '')
2371	('서혜영', '')
2372	('션 헤이즈', 'Sean Hayes')
2373	('비버리 토드', 'Beverly Todd')
2374	('롭 모로우', 'Rob Morrow')
2375	('알퐁소 프리먼', 'Alfonso Freeman')
2376	('로웨나 킹', 'Rowena King')
2377	('앤턴 베리 주니어', 'Annton Berry Jr.')
2378	('이소룡', 'Bruce Lee')
2379	('묘가수', '')
2380	('캐서린 로스', 'Katharine Ross')
2381	('스트로더 마틴', 'Strother Martin')
2382	('헨리 존스', 'Henry Jones')
2383	('제프 코리', 'Jeff Corey')
2384	('조지 퍼스', 'George Furth')
2385	('세이모어 번스타인', 'Seymour Bernstein')
2386	('구본웅', '')
2387	('김유정', '')
2388	('박효주', '')
2389	('최정우', '')
2390	('모니카 포터', 'Monica Potter')
2391	('다니엘 런던', 'Daniel London')
2392	('일마 P. 홀', 'Irma P. Hall')
2393	('요아힘 크롤', 'Joachim Krol')
2394	('스테파노 디오니시', 'Stefano Dionisi')
2395	('벤 벡커', 'Ben Becker')
2396	('에리카 마로잔', 'Erika Marozsan')
2397	('라스즐로 I. 키쉬', 'Laszlo I. Kish')
2398	('완자 뮤즈', 'Wanja Mues')
2399	('울리케 그로테', 'Ulrike Grote')
2400	('제프리 러쉬', 'Geoffrey Rush')
2401	('노아 테일러', 'Noah Taylor')
2402	('소니아 토드', 'Sonia Todd')
2403	('저스틴 브레인', 'Justin Braine')
2404	('크리스 헤이우드', 'Chris Haywood')
2405	('니콜라스 벨', 'Nicholas Bell')
2406	('이명박', '')
2407	('김재철', '')
2408	('김장겸', '')
2409	('고대영', '')
2410	('휘트니 휴스턴', 'Whitney Houston')
2411	('게리 켐프', 'Gary Kemp')
2412	('빌 콥스', 'Bill Cobbs')
2413	('랄프 웨이트', 'Ralph Waite')
2414	('토마스 아라나', 'Tomas Arana')
2415	('미첼 라마르 리처즈', 'Michele Lamar Richards')
2416	('소피 오코네도', 'Sophie Okonedo')
2417	('데스몬드 듀브', 'Desmond Dube')
2418	('카라 세이무어', 'Cara Seymour')
2419	('파나 모코에나', 'Fana Mokoena')
2420	('하킴 캐 카짐', 'Hakeem Kae-Kazim')
2421	('댄 애크로이드', 'Dan Aykroyd')
2422	('안나 클럼스키', 'Anna Chlumsky')
2423	('리처드 마저', 'Richard Masur')
2424	('레이 벅테니카', 'Ray Buktenica')
2425	('그리핀 던', 'Griffin Dunne')
2426	('피터 마이클 고츠', 'Peter Michael Goetz')
2427	('마크 해밀', 'Mark Hamill')
2428	('캐리 피셔', 'Carrie Frances Fisher')
2429	('빌리 디 윌리엄스', 'Billy Dee Williams')
2430	('안소니 다니엘스', 'Anthony Daniels')
2431	('이수현', 'Lee Sau Yin')
2432	('엽천문', 'Ye Qian Wen')
2433	('증강', 'Kenneth Tsang')
2434	('성규안', '')
2435	('주강', '')
2436	('데이빗 듈리스', 'David Thewlis')
2437	('이와마츠 마코', 'Mako')
2438	('빈센트 도노프리오', "Vincent D'Onofrio")
2439	('리차드 토마스', 'Richard Thomas')
2440	('린다 에몬드', 'Linda Emond')
2441	('아이슬링 프란쵸시', 'Aisling Franciosi')
2442	('롭 모건', 'Rob Morgan')
2443	('엠마 넬슨', 'Emma Nelson')
2444	('에이미 포엘러', 'Amy Poehler')
2445	('필리스 스미스', 'Phyllis Smith')
2446	('민디 캘링', 'Mindy Kaling')
2447	('빌 헤이더', 'Bill Hader')
2448	('루이스 블랙', 'Lewis Black')
2449	('케이틀린 디아스', 'Kaitlyn Dias')
